Decade,Year,IssueDate,Song,Artist,Lyrics
1990,1992,February 1,"""Inolvidable""	",Luis Miguel	,"En la vida hay amores
Que nunca pueden olvidarse
Imborrables momentos
Que siempre guarda el corazón
Pero aquello que un día
Nos hizo temblar de alegría
Es mentira que hoy pueda olvidarse
Con un nuevo amor
He besado otras bocas
Buscando nuevas ansiedades
Y otros brazos extraños me estrechan
Llenos de emoción
Pero sólo consiguen hacerme
Recordar los tuyos
Que inolvidablemente vivirán en mí
Inolvidable
Inolvidable
Pero aquello que un día
Nos hizo temblar de alegría
Es mentira que hoy pueda olvidarse
Con un nuevo amor
He besado otras bocas
Buscando nuevas ansiedades
Y otros brazos extraños me estrechan
Llenos de emoción
Pero sólo consiguen hacerme
Recordar los tuyos
Que inolvidable mente vivirán en mi
Que inolvidable mente vivirán en mi"
1990,1992,March 1,"""Inolvidable""	",Luis Miguel	,"En la vida hay amores
Que nunca pueden olvidarse
Imborrables momentos
Que siempre guarda el corazón
Pero aquello que un día
Nos hizo temblar de alegría
Es mentira que hoy pueda olvidarse
Con un nuevo amor
He besado otras bocas
Buscando nuevas ansiedades
Y otros brazos extraños me estrechan
Llenos de emoción
Pero sólo consiguen hacerme
Recordar los tuyos
Que inolvidablemente vivirán en mí
Inolvidable
Inolvidable
Pero aquello que un día
Nos hizo temblar de alegría
Es mentira que hoy pueda olvidarse
Con un nuevo amor
He besado otras bocas
Buscando nuevas ansiedades
Y otros brazos extraños me estrechan
Llenos de emoción
Pero sólo consiguen hacerme
Recordar los tuyos
Que inolvidable mente vivirán en mi
Que inolvidable mente vivirán en mi"
1990,1992,April 1,"""No sé tú""",Luis Miguel	,"No sé tú
Pero yo no dejo de pensar
Ni un minuto me logro despojar
De tus besos, tus abrazos
De lo bien que la pasamos la otra vez
No sé tú
Pero yo quisiera repetir
El cansancio que me hiciste sentir
Con la noche que me diste
Y el momento que con besos construiste
No sé tú
Pero yo te he comenzado a extrañar
En mi almohada, no te dejo de pensar
Con las gentes, mis amigos
En las calles, sin testigos
No sé tú
Pero yo te busco en cada amanecer
Mis deseos no los puedo contener
En las noches, cuando duermo
Si de insomnio, yo me enfermo
Me haces faltaMucha falta
No sé tú
No sé tú
Pero yo te busco en cada amanecer
Mis deseos no los puedo contener
En las noches, cuando duermo
Si de insomnio, yo me enfermo
Me haces faltaMucha falta
No sé tú"
1990,1992,May 1,"""No sé tú""",Luis Miguel	,"No sé tú
Pero yo no dejo de pensar
Ni un minuto me logro despojar
De tus besos, tus abrazos
De lo bien que la pasamos la otra vez
No sé tú
Pero yo quisiera repetir
El cansancio que me hiciste sentir
Con la noche que me diste
Y el momento que con besos construiste
No sé tú
Pero yo te he comenzado a extrañar
En mi almohada, no te dejo de pensar
Con las gentes, mis amigos
En las calles, sin testigos
No sé tú
Pero yo te busco en cada amanecer
Mis deseos no los puedo contener
En las noches, cuando duermo
Si de insomnio, yo me enfermo
Me haces faltaMucha falta
No sé tú
No sé tú
Pero yo te busco en cada amanecer
Mis deseos no los puedo contener
En las noches, cuando duermo
Si de insomnio, yo me enfermo
Me haces faltaMucha falta
No sé tú"
1990,1992,June 15,"""Pisando fuerte""	",Alejandro Sanz	,"Ya ves, mi edad es tan difícil de llevar
Mezcla de pasión e ingenuidad, difícil controlar
Tú siempre tan fantástica y yo sé
Que tengo mucho que aprender, pero tú también
Yo sigo pretendiendo desnudar
A media luz tu intimidad
Y vestir mi piel
Sabes aprovecharte de la luz que desprendo al mirarte
Mi habitación en un silencio está
Templado el aire y yo que pienso en soledad
Locamente enamorado
No sé qué es lo que me pasa
Pero solo puedo pensar en ti
Locamente enamorado, locamente enamorado
Todo irá bien, ya verás
Me digo porque quiero estar convencido
Son tan fuertes tus miradas
Elegantes y estudiadas
Yo soy sólo un adolescente
Pero entraré en tu mente
Pisando fuerte, pisando fuerte
Compartiendo las miradas
Con las luces apagadas
Empiezo a sentirme yo mismo
A sentirme más seguro
Pisando fuerte, pisando fuerte"
1990,1992,August 1,"""No Podrás""	",Cristian Castro	,"Tal vez te olvides de mi
Tal vez me olvide de ti, oh no!
Pero esta vez aprendí
Que no se debe mentir, no oh!
De una promesa viví
Hoy ya no puedo seguir
Creyendo en ti
Cada momento
Voy tropezando en desamor
Y es que no queda
Nada entre tú y yo
Si estoy llorando
No es que te extrañe el corazón
Es que a tu lado aprendí el dolor
No podrás olvidar
Que te amé
Como yo nunca imaginé
Estaré en tu piel
Cada momento en donde estés
Siempre habrá un lugar
Algún recuerdo que será
Un eterno suspirar
Si estoy llorando
No es que te extrañe el corazón
Es que a tu lado
Aprendí el dolor
No podrás olvidar
Que te amé
Como yo nunca imaginé
Estaré en tu piel
Cada momento en donde estés
Siempre habrá un lugar
Algún recuerdo que será
Un eterno suspirar, ah!
No podrás olvidar que te amé
Como yo nunca imaginé"
1990,1992,September 15,"""Evidencias""	",Ana Gabriel	,"Cuando digo que no quiero amarte más, es porque te amo
Cuando digo que no quiero más de ti, es porque te quiero
Mas tengo miedo de entregar mi corazón
Y confesar que ando toda entusiasmada
Yo no puedo imaginar que va a ser de mí si te perdiera un día
Veo mi paz que se desprende por doquier, que después te entrego
Necesito hablar las cosas que yo se y después me niego
Y la verdad es que estoy loca ya por ti
Que tengo miedo de perderte alguna vez
Necesito aceptar que Dios jamás va a separarte de mi vida
Es una locura de decir que no te quiero
Evitar las apariencias, ocultando evidencias
Mas por que seguir fingiendo si no puedo engañar mi corazón?
Yo se que te amo
Ya no más mentiras, si me muero de deseo
Yo te quiero más que a todo, necesito de tu besos
Le haces falta a mis días
Mas sin ti no se que hacer, que hacer sin ti
Yo quiero que conozcas más de mi"
1990,1992,October 1,"""La puerta del colegio""	",Magneto	,"Amanece un nuevo día
Otra noche sin dormir
Recordando los momentos
De mi vida junto a ti
En la puerta del colegio
Donde yo te conocí
Un tropiezo y unos libros
Que cayeron para que
Mirándonos los dos
Habláramos sin voz
Yo nervioso
Y tu apenada
Sentimos que el amor
Se despertaba
Cada puerta de un colegio es
Culpable de nuestro amor
Cada puerta de un colegio es
La que me recuerda a ti
Ahora que no estás aquí
Cada puerta de un colegio es
Como una mirada atrás
Cada puerta de un colegio es
Donde puedo ir a llorar
Pensando que estás detrás"
1990,1992,October 15,"""La puerta del colegio""	",Magneto	,"Amanece un nuevo día
Otra noche sin dormir
Recordando los momentos
De mi vida junto a ti
En la puerta del colegio
Donde yo te conocí
Un tropiezo y unos libros
Que cayeron para que
Mirándonos los dos
Habláramos sin voz
Yo nervioso
Y tu apenada
Sentimos que el amor
Se despertaba
Cada puerta de un colegio es
Culpable de nuestro amor
Cada puerta de un colegio es
La que me recuerda a ti
Ahora que no estás aquí
Cada puerta de un colegio es
Como una mirada atrás
Cada puerta de un colegio es
Donde puedo ir a llorar
Pensando que estás detrás"
1990,1992,December 15,"""América, América""	",Luis Miguel	,"Donde brilla el tibio sol
Con un nuevo fulgor
Dorando las arenas
Donde el aire es limpio aún
Bajo la suave luz de las estrellas
Donde el fuego se hace amor
El río es hablador y el monte es selva
Hoy encontré un lugar para los dos
En esta nueva tierra
América, América
Todo un inmenso jardín
Esto es América
Cuando Dios hizo el edén
Pensó en América
Cada nuevo atardecer
El cielo empieza a arder
Y escucha el viento
Que me trae con su canción
Una queja de amor, como un lamento
El perfume de una flor
El ritmo de un tambor
En las praderas
Vientos de libertad
Sueños de paz para una vida nueva 
América...
Fredom and dignity
These things we understandAnd 
I can still believe
We can find our promised land
In a world of confusion
We've got to start trying
To build it together
In América América..."
1990,1992,December 15,"""América, América""	",Luis Miguel	,"Donde brilla el tibio sol
Con un nuevo fulgor
Dorando las arenas
Donde el aire es limpio aún
Bajo la suave luz de las estrellas
Donde el fuego se hace amor
El río es hablador y el monte es selva
Hoy encontré un lugar para los dos
En esta nueva tierra
América, América
Todo un inmenso jardín
Esto es América
Cuando Dios hizo el edén
Pensó en América
Cada nuevo atardecer
El cielo empieza a arder
Y escucha el viento
Que me trae con su canción
Una queja de amor, como un lamento
El perfume de una flor
El ritmo de un tambor
En las praderas
Vientos de libertad
Sueños de paz para una vida nueva 
América...
Fredom and dignity
These things we understandAnd 
I can still believe
We can find our promised land
In a world of confusion
We've got to start trying
To build it together
In América América..."
1990,1993,January 1,"""América, América""	",Luis Miguel	,"Donde brilla el tibio sol
Con un nuevo fulgor
Dorando las arenas
Donde el aire es limpio aún
Bajo la suave luz de las estrellas
Donde el fuego se hace amor
El río es hablador y el monte es selva
Hoy encontré un lugar para los dos
En esta nueva tierra
América, América
Todo un inmenso jardín
Esto es América
Cuando Dios hizo el edén
Pensó en América
Cada nuevo atardecer
El cielo empieza a arder
Y escucha el viento
Que me trae con su canción
Una queja de amor, como un lamento
El perfume de una flor
El ritmo de un tambor
En las praderas
Vientos de libertad
Sueños de paz para una vida nueva 
América...
Fredom and dignity
These things we understandAnd 
I can still believe
We can find our promised land
In a world of confusion
We've got to start trying
To build it together
In América América..."
1990,1993,February 1,"""Cambiando el destino""	",Magneto	,"Cambiando el destino
Te descubrí aquella tarde
Tan callada
Para minarnos, nos falto valor
Entre la arena y junto al mar
Nos acercamos tu y yo
Buscando un beso
Habia miedo en tu mirada
Yo temblaba
Rozar tus labios fue tocar el sol
Y con un nudo en nuestra voz
Nos entregamos tanto amor
Amor infinito
Y volamos hasta tocar el cielo
Con nuestros cuerpos
Juntos ir cambiando el destino
Y al atardecer tu piel
Ilumino mi corazón
Aquella vez
Cayo una lagrima de niña
Sobre tu cara
Nos sonreimos abrazandonos
Y en el anden de aquel adios
La infancia se nos escapo
Al doblar la esquina
Y volamos hasta tocar el cielo
Con nuestro cuerpos
Juntos ir cambiando en destino
Y almanecer tu piel
Ilumino mi corazon
Aquella vez
Aquella vez"
1990,1993,March 1,"""Veleta""	",Lucero	,"Fuego y amor ayer noche
Hoy solo frio y desden
No es que tu amor como azucar
Se disuelve en el café
Dejame ver si lo acierto
Ella se ha puesto a tus pies
Te ha suplicado que vuelvas
Y no sabes lo que hacer
Veleta, no sabes a donde vas
Ni entindes lo que es amor
Tu unica ley el palo que te sujeta
Eres una veleta, me robas el corazón
Mendigas mi soledad
Y el mar de tu amor no tiene final ni meta
Tu no sabes amar, tu eres una veleta
Veleta (veleta)
Tu no sabes amar (tu no sabes amar, tu eres una)
Veleta
No esperes ma adelante
Yo no te reclamare
Has lo que sientas y vuelve
Cuando tengas que volver
Fuego y amor ayer noche
Hoy solo frio y desdén
No es que tu amor es seguro
Como cárcel de papel
Veleta, no sabes a donde vas
Ni entiendes lo que es amor
Tu única ley el palo que te sujeta
Eres una veleta, me robas el corazón
Mendigas mi soledad
Y el mar de tu amor no tiene final ni meta
Tu no sabes amar, tu eres una veleta
Ni sabes a donde vas
Ni entiendes lo que es amor
Tu única ley el palo que te sujeta
Eres una veleta
Me robas el corazón
Mendigas mi soledad
Y el mar de tu amor no tiene final ni meta
Eres una veleta"
1990,1993,April 1,"""Veleta""	",Lucero	,"Fuego y amor ayer noche
Hoy solo frio y desden
No es que tu amor como azucar
Se disuelve en el café
Dejame ver si lo acierto
Ella se ha puesto a tus pies
Te ha suplicado que vuelvas
Y no sabes lo que hacer
Veleta, no sabes a donde vas
Ni entindes lo que es amor
Tu unica ley el palo que te sujeta
Eres una veleta, me robas el corazón
Mendigas mi soledad
Y el mar de tu amor no tiene final ni meta
Tu no sabes amar, tu eres una veleta
Veleta (veleta)
Tu no sabes amar (tu no sabes amar, tu eres una)
Veleta
No esperes ma adelante
Yo no te reclamare
Has lo que sientas y vuelve
Cuando tengas que volver
Fuego y amor ayer noche
Hoy solo frio y desdén
No es que tu amor es seguro
Como cárcel de papel
Veleta, no sabes a donde vas
Ni entiendes lo que es amor
Tu única ley el palo que te sujeta
Eres una veleta, me robas el corazón
Mendigas mi soledad
Y el mar de tu amor no tiene final ni meta
Tu no sabes amar, tu eres una veleta
Ni sabes a donde vas
Ni entiendes lo que es amor
Tu única ley el palo que te sujeta
Eres una veleta
Me robas el corazón
Mendigas mi soledad
Y el mar de tu amor no tiene final ni meta
Eres una veleta"
1990,1993,June 1,"""Háblame""	",Ilse	,"Dentro de ti
Hay sentimientos
Que nunca puedo alcanzar
Y dentro de mi
Ya no hay momentos
En los que te pueda encontrar
Lejos de ti
Me has ocultado
Y me has dejado sin saber
Porque te ausentas de mi lado
Y me hieres antes de hablar
Porque tu sombra me
Obscurece mas
Háblame
No dejes apagar esta emocion
No quieras minar tu corazon
Háblame
Yo soy tan fragil como tu
Y te quiero escuchar
En donde estan
Tus pensamientos
Porque me quieres lastimar
No me dejes en silencio
No me dejes en la obscuridad
Y te busco en esa obscuridad
Hablame
No dejes apagar esta emocion
No quieras minar tu corazon
Hablame
Yo soy tan fragil como tu
Y te quiero escuchar
Te quiero escuchar"
1990,1993,July 1,"""Ayer""	",Luis Miguel	,"Hoy en un sueño te encontré
Como un loco te bese
Y estrenamos nuestro amor
Hoy lejos de la realidad
Conocí la eternidad
En un abrazo tuyo
Como me duele saber
Que esto es algo que solo soñé
Nos desgarramos de placer
Una promesa quedo
Nos juramos lealtad sin testigos
Comprometimos el alma
Hoy me doy cuenta que te ame
Que mi vida la deje
En un sueño que soñé
Ayer... 
Ayer
Como me duele saber
Que esto es algo que solo soñé
Nos desgarramos de placer
Una promesa quedo
Nos juramos lealtad sin testigos
Comprometidos
Tu y yo unidos
Comprometimos el alma
Hoy me doy cuenta que te ame
Que mi vida la deje
En un sueño que soñé
Ayer"
1990,1993,August 1,"""Nunca voy a olvidarte""	",Cristian Castro	,"Hoy en un sueño te encontré
Como un loco te bese
Y estrenamos nuestro amor
Hoy lejos de la realidad
Conocí la eternidad
En un abrazo tuyo
Como me duele saber
Que esto es algo que solo soñé
Nos desgarramos de placer
Una promesa quedo
Nos juramos lealtad sin testigos
Comprometimos el alma
Hoy me doy cuenta que te ame
Que mi vida la deje
En un sueño que soñé
Ayer... 
Ayer
Como me duele saber
Que esto es algo que solo soñé
Nos desgarramos de placer
Una promesa quedo
Nos juramos lealtad sin testigos
Comprometidos
Tu y yo unidos
Comprometimos el alma
Hoy me doy cuenta que te ame
Que mi vida la deje
En un sueño que soñé
Ayer"
1990,1993,September 1,"""Nunca voy a olvidarte""	",Cristian Castro	,"Hoy en un sueño te encontré
Como un loco te bese
Y estrenamos nuestro amor
Hoy lejos de la realidad
Conocí la eternidad
En un abrazo tuyo
Como me duele saber
Que esto es algo que solo soñé
Nos desgarramos de placer
Una promesa quedo
Nos juramos lealtad sin testigos
Comprometimos el alma
Hoy me doy cuenta que te ame
Que mi vida la deje
En un sueño que soñé
Ayer... 
Ayer
Como me duele saber
Que esto es algo que solo soñé
Nos desgarramos de placer
Una promesa quedo
Nos juramos lealtad sin testigos
Comprometidos
Tu y yo unidos
Comprometimos el alma
Hoy me doy cuenta que te ame
Que mi vida la deje
En un sueño que soñé
Ayer"
1990,1993,October 1,"""Hasta que me olvides""	",Luis Miguel	,"Hasta que me olvides, voy a intentarlo
No habrá quién me seque tus labios por dentro y por fuera
No habrá quién desnude mi nombre una tarde cualquiera
Hasta que me olvides tanto que
No exista mañana ni después, no, no
Hasta que me olvides, voy a intentarlo
No habrá quién desnude mi boca como tu sonrisa
Y voy a rodar como lágrima entre la llovizna
Hasta que me olvides tanto que
No exista mañana ni después
Hasta que me olvides
Voy a amarte tanto, tanto
Como fuego entre tus brazos
Hasta que me olvides
Hasta que me olvides
Y me rompa en mil pedazos
Continuar mi gran teatro
Hasta que me olvides
Hasta que me olvides
Y voy a bordar tu sueño en la almohada
Llenar, poco a poco, el silencio con tu abecedario
Y cuando me calle por dentro, tenerte a mi lado
Hasta que me olvides tanto que
No exista mañana ni después
Hasta que me olvides
Voy a amarte tanto, tanto
Como fuego entre tus brazos
Hasta que me olvides
Hasta que me olvides
Y me rompa en mil pedazos
Continuar mi gran teatro
Hasta que me olvides
Hasta que me olvides
Voy a continuar copiando
Tu cuerpo sobre la pared
Y voy a colgar tu pecho
La noche y el amanecer
Hasta que me olvides
Voy a amarte tanto, tanto
Como fuego entre tus brazos
Hasta que me olvides, uoh
Hasta que me olvides
Y me rompa en mil pedazos
Continuar mi gran teatro
Hasta que me olvides
Hasta que me olvides"
